"6- ﺮﻔــﺿ ﺎﻤﻟﻮﻈــﻓ - ﺐــﺩﻮﻧ ﻊــﺫﺭ ﻢﻘﺒــﻮﻟ
- ﻼﺘﻌﻠﻴﻤــﺎﺗ ﻼﺧﺎﺼــﺓ ﺏﺈﻨﺠــﺍﺯ ﻼﻌﻤــﻟ ﻒــﻳ ﻎﻴــﺭ
ﺃﻮﻘــﺎﺗ ﻼــﺩﻭﺎﻣ ﻻﺮﺴــﻤﻳ.","ﺦﺼﻣ ﻱﻮﻤﻴﻧ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﺙﻼﺛﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ"
7- ﺮﻔﺿ ﺢﺿﻭﺭ ﺱﺎﻋﺎﺗ ﻼﻌﻤﻟ ﺍﻺﺿﺎﻔﻳﺓ.,ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ,"ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ
ﻻﻮﻈﻴﻔﻳ"
"8- ﻉﺪﻣ ﺎﻤﻠﺑﺍﺩﺭﺓ ﻒﻳ ﺥﺪﻣﺓ ﻼﻌﻣﻻﺀ ﺃﻭ ﺍﻺﻬﻣﻻ
ﻒــﻳ ﺬﻠﻛ.","ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","
ﺦﺼﻣ ﺦﻤﺳﺓ ﻊﺷﺭ ﻱﻮﻣﺍ
ﻢﻧ ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ"
"9- ﻼﻌﻤــﻟ ﻞــﺪﯨ ﻼﻐﻴــﺭ ﺏﺄﺠــﺭ ﺃﻭ ﺐــﺩﻮﻧ ﺄﺠــﺭ ﺐﻌــﺩ
ﺃﻮﻘــﺎﺗ ﻼــﺩﻭﺎﻣ ﻻﺮﺴــﻤﻳ ﺩﻮﻧ ﻼﺤﺼــﻮﻟ ﻊﻠــﯨ
ﺇﺬﻧ ﻚﺗﺎﺒــﻳ.","ﺦﺼﻣ ﺙﻼﺛﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",,ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"10- ﺍﻼﺸــﺘﻏﻻ ﻒــﻳ ﺃﻮﻘــﺎﺗ ﻼﻌﻤــﻟ ﺐﻐﻴــﺭ ﺄﻌﻤــﻻ
ﻼﺠﻬــﺓ ﻼﺤﻛﻮﻤﻴــﺓ.","ﺦﺼﻣ ﻱﻮﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺎﺴﻴﻳ","ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺎﺴﻴﻳ","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ"
"11- ﻢﺧﻼﻔــﺎﺗ ﺎﻤﻠــﺭﻭﺭ ﻊﻨــﺩ ﻖﻴــﺍﺩﺓ ﻼﻋﺮﺒــﺎﺗ
ﻼﺤﻛﻮﻤﻴــﺓ ﺃﻭ ﻼﺘــﻭﺮﻃ ﻒــﻳ ﺢــﻭﺍﺪﺛ ﻡﺭﻭﺮﻴــﺓ.",ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,"ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","
ﺦﺼﻣ ﺦﻤﺳﺓ ﻊﺷﺭ ﻱﻮﻣﺍ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ"
,,,ﻢﻋ ﺪﻔﻋ ﺎﻤﻠﺧﻼﻓﺎﺗ
"12- ﻼﺘﺴــﺒﺑ ﻒــﻳ ﺢــﻭﺍﺪﺛ ﺈﺻﺎﺒــﺓ ﻊﻤــﻟ
ﻝﻶﺧﺮﻴــﻧ.",ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,"ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ
ﻻﻮﻈﻴﻔﻳ"
"13- ﺎﺴــﺘﺧﺩﺎﻣ ﻼﺑﺭﺎﻤــﺟ ﻎﻴــﺭ ﺎﻤﻟﺮﺨﺼــﺓ
ﻮﺘﻔﻌﻴﻠﻬــﺍ ﻒــﻳ ﺍﻸﺠﻬــﺯﺓ ﺍﻺﻠﻜﺗﺭﻮﻨﻴــﺓ ﻞﻠﺠﻬــﺓ

ﻼﺤﻛﻮﻤﻴــﺓ ﺲــﻭﺍﺀ ﻢــﻧ ﻼﺸــﺒﻛﺓ ﻼﻋﺎﻤﻠﻴــﺓ
)ﺍﻼﻨﺗﺮﻨــﺗ( ﺃﻭ ﻎﻴــﺮﻫ.",ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,"ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ
ﻻﻮﻈﻴﻔﻳ"
"14- ﺈﺴــﺍﺀﺓ ﺎﺴــﺘﺧﺩﺎﻣ ﻼﺑﺮﻴــﺩ ﺍﻺﻠﻜﺗﺭﻮﻨــﻳ
ﻼﺨــﺎﺻ ﺐﺠﻬــﺓ ﻼﻌﻤــﻟ.",ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,"ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ
ﻻﻮﻈﻴﻔﻳ"
"15- ﺇﺪﺨــﻻ ﺍﻸﺠﻬــﺯﺓ ﺍﻺﻠﻜﺗﺭﻮﻨﻴــﺓ ﻮﺗﻮﺼﻴﻠﻬــﺍ
ﺏﻼﺸــﺒﻛﺓ ﺩﻮﻧ ﻡﻭﺎﻔﻘــﺓ ﺞﻬــﺓ ﻼﻌﻤــﻟ.",ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,"ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ"
"16- ﺎﺴــﺘﺧﺩﺎﻣ ﺎﻤﻠﻌﻟﻮﻤــﺎﺗ ﻼﺧﺎﺼــﺓ ﻞﻠﺠﻬــﺎﺗ
ﻼﺤﻛﻮﻤﻴــﺓ ﺃﻭ ﻻﺰﻤــﻻﺀ ﻞﻠﻤﺼﻠﺤــﺓ ﻼﺸــﺨﺼﻳﺓ
ﺃﻭ ﻢﻠﺼﻠﺤــﺓ ﻂــﺮﻓ ﺂﺨــﺭ.",ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,"ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ"
"17- ﻻﺪﺨــﻮﻟ ﻒــﻳ ﺄﻣﺎﻜــﻧ ﻎﻴــﺭ ﻢﺼــﺮﺣ ﺐﻬــﺍ ﻒــﻳ
ﺞﻬــﺓ ﻼﻌﻤــﻟ.",ﺈﻧﺫﺍﺭ ﻚﺗﺎﺒﻳ,,ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ
