"7- ﺇﺮﺴــﻻ ﺶــﻛﺍﻮﻳ ﻙﺍﺬﺒــﺓ ﻺــﯨ ﺎﻤﻠﺴــﺋﻮﻠﻴﻧ ﺏﻼﺠﻬــﺓ
ﻼﺤﻛﻮﻤﻴــﺓ ﺃﻭ ﺥﺍﺮﺠﻬــﺍ.","ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"8- ﺍﻹﺩﻻﺀ ﺐﺸــﻫﺍﺩﺓ ﻻ ﺖﻃﺎﺒــﻗ ﻻﻭﺎﻘــﻋ ﺃﻭ ﺍﻼﻤﺘﻨــﺎﻋ ﻊــﻧ
ﻼﺸــﻫﺍﺩﺓ ﻒــﻳ ﻼﺘﺤﻘﻴﻘــﺎﺗ.","ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"9- ﻼﺘﺴــﺗﺭ ﻊﻠــﯨ ﺎﻤﻠﺧﻼﻔــﺎﺗ ﺎﻤﻠﺘﻌﻠﻘــﺓ ﺏﻼﻌﻤــﻟ ﻼﺘــﻳ
ﻱﺮﺘﻜﺒﻬــﺍ ﻎﻴــﺮﻫ ﻢــﻧ ﺎﻤﻟﻮﻈﻔﻴــﻧ.","ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ","ﺦﺼﻣ ﺦﻤﺳﺓ ﻊﺷﺭ

ﻱﻮﻣﺍ ﻢﻧ ﻻﺭﺎﺘﺑ
ﺍﻸﺳﺍ�ﺲﻳ",ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
10- ﺍﺮﺘﻛﺎﺑ ﻒﻌﻟ ﻢﺨﻟ ﺏﺍﻵﺩﺎﺑ ﻒﻳ ﻢﻛﺎﻧ ﻼﻌﻤﻟ.,,,ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
11- ﺍﻼﻌﺗﺩﺍﺀ ﻊﻠﯨ ﻻﺰﻣﻻﺀ ﺃﻭ ﺎﻤﻠﺳﺅﻮﻠﻴﻧ ﻒﻳ ﻼﻌﻤﻟ.,"ﺦﺼﻣ ﺦﻤﺳﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",,ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"12- ﺍﻼﻌﺘــﺩﺍﺀ ﺃﻭ ﻼﺘﻄــﺍﻮﻟ ﻊﻠــﯨ ﻼﺠﻤﻬــﻭﺭ ﺎﻤﻠﺘﻋﺎﻤــﻟ
ﻢــﻋ ﻼﺠﻬــﺓ ﻼﺤﻛﻮﻤﻴــﺓ.","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",,ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"13- ﻼﻜﺸــﻃ ﺃﻭ ﻼﺘﻐﻴﻴــﺭ ﻒــﻳ ﺎﻤﻠﺴــﺘﻧﺩﺎﺗ ﻻﺮﺴــﻤﻳﺓ
ﻼﺧﺎﺼــﺓ ﺏﻼﺠﻬــﺓ ﻼﺤﻛﻮﻤﻴــﺓ ﺐﻘﺼــﺩ ﺍﻺﺨﻔــﺍﺀ.","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ","
ﺦﺼﻣ ﺦﻤﺳﺓ ﻊﺷﺭ ﻱﻮﻣﺍ
ﻢﻧ ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"14- ﻖﺒــﻮﻟ ﺃﻭ ﻂﻠــﺑ ﻦﻘــﻭﺩ ﺃﻭ ﺄﺸــﻳﺍﺀ ﺄﺨــﺮﯨ ﺃﻭ ﻩﺩﺎﻴــﺍ
ﻢــﻧ ﺄﻳ ﺶــﺨﺻ ﺐﻘﺼــﺩ ﻼﻘﻴــﺎﻣ ﺐــﺄﻳ ﻊﻤــﻟ ﻲﺘﻌﻠــﻗ
ﺏﻼﺠﻬــﺓ ﻼﺤﻛﻮﻤﻴــﺓ.","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ","
ﺦﺼﻣ ﺦﻤﺳﺓ ﻊﺷﺭ ﻱﻮﻣﺍ
ﻢﻧ ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"15- ﺈﻌﻄــﺍﺀ ﻦﻘــﻭﺩ ﺃﻭ ﺄﺸــﻳﺍﺀ ﺄﺨــﺮﯨ ﺃﻭ ﻩﺩﺎﻴــﺍ ﻸﻳ
ﻡﻮﻈــﻓ ﺏﻼﺠﻬــﺓ ﻼﺤﻛﻮﻤﻴــﺓ ﺐﻘﺼــﺩ ﺍﻼﺴــﺘﻓﺍﺩﺓ ﻢــﻧ
ﻭﺭﺍﺀ ﺬﻠــﻛ ﻒــﻳ ﻊﻤﻠــﻫ ﺏﻼﺠﻬــﺓ ﻼﺤﻛﻮﻤﻴــﺓ.","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",,ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
"16- ﺎﻨﺘﺤــﻻ ﺶــﺨﺼﻳﺓ ﻎﻴــﺭ ﺢﻘﻴﻘﻴــﺓ ﺃﻭ ﺖﻗﺪﻴــﻣ
ﺶــﻫﺍﺩﺎﺗ ﺃﻭ ﺄﻴــﺓ ﺃﻭﺭﺎﻗ ﺄﺨــﺮﯨ ﻢــﺯﻭﺭﺓ ﺃﻭ ﺈﺨﻔــﺍﺀ
ﺐﻳﺎﻨــﺎﺗ ﺝﻮﻫﺮﻴــﺓ ﻭ ﺬﻠــﻛ ﺐﻘﺼــﺩ ﻼﺤﺼــﻮﻟ ﻊﻠــﯨ
ﺕﺮﻘﻴــﺓ ﺃﻭ ﻊــﻻﻭﺓ ﺃﻭ ﻢﻛﺎﻔــﺂﺗ ﺃﻭ ﺄﻳ ﻢﻴــﺯﺓ ﺄﺨــﺮﯨ.","ﺦﺼﻣ ﻊﺷﺭﺓ ﺄﻳﺎﻣ ﻢﻧ
ﻻﺭﺎﺘﺑ ﺍﻸﺳﺍ�ﺲﻳ",,ﺈﺣﻻﺓ ﻺﯨ ﻞﺠﻧﺓ ﺍﻼﻨﻀﺑﺎﻃ ﻻﻮﻈﻴﻔﻳ
