"مقوم بصر املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"فني بصريات املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"صيدلي املسمى السابق)فني
طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"معالج طبيعي املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"معالج ريا�سي املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"معالج قدمين املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"تقني ا ألطراف الصناعية
والتراكيب املقومة املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"تقني القياس النفيس املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"مساعد اخصايئ علم النفس
للمواطنني فقط املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"تقني غسيل كىل املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"معالج الرعاية التنفسية املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"مساعد اخصايئ خدمة اجتامعية
للمواطنني فقط املسمى
السابق)فني طب مبتدئ(",بكالوريوس يف مجال التخصص,سنة,,
"معالج النطق املسمى
السابق)فني طب مبتدئ(","بكالوريوس يف مجال علم
النفس أ و بكالوريوس اللغات",سنة,,
"تقني علم السموم املسمى
السابق)فني طب مبتدئ(","بكالوريوس يف املجال الطبي +
شها دة يف مجال السموم",سنة,,
تقني عالج طبيعي,بكالوريوس يف مجال التخصص,سنة,,
"نائب رئيس هيئة
التمريض",-,-,"4,600","4,235"
مساعد رئيس هيئة التمريض,-,-,"3,400","2,163"
فني مسؤول أ ول,-,-,"1,600",783
فني تخدير,"دبلوم ثالث سنوات يف مجال
التخصص",عرش سنوات,,
مساعد تقني سمعيات,"دبلوم ثالث سنوات يف مجال
التخصص",عرش سنوات,,
تقني أشعة,"دبلوم ثالث سنوات يف مجال
التخصص",عرش سنوات,,
تقني الرنني املغناطييس,"دبلوم ثالث سنوات يف مجال
الرنني املغناطييس",عرش سنوات,,
تقني طب نووي,"دبلوم ثالث سنوات يف مجال
الطب النووي",عرش سنوات,,
معالج وظيفي,"دبلوم ثالث سنوات يف مجال
التخصص",عرش سنوات,,
